file_name,size,dex_count,permissions,label
Benign753D50836F2EBA37CB92CB6E44D4F794A453AA1FC5154EED5F8E205DC31E7773.apk,1166303,1250948,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.vending.BILLING', 'android.permission.FOREGROUND_SERVICE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE']",0
Benign4AA37068C2AC4F005F7684FD70129E00B5BEB619D6B7A08A4BE2B3C1561C7D40.apk,1273633,263576,"['android.permission.INTERNET', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.FOREGROUND_SERVICE', 'com.android.vending.BILLING']",0
Benign30DE02F942605BCE9BEB3D59F2509ABD9DB0ED7A4DB695FD6E5088DBA4137BE3.apk,814659,1069096,"['android.permission.INTERNET', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.VIBRATE', 'android.permission.USE_FULL_SCREEN_INTENT', 'android.permission.SCHEDULE_EXACT_ALARM', 'android.permission.POST_NOTIFICATIONS', 'android.permission.FOREGROUND_SERVICE', 'android.permission.WAKE_LOCK']",0
Benign2167F235420140E3DDDC9B65F79D95962C9C8FBD0EC13E1CE687F1CD2F03F272.apk,1441592,2026844,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.FOREGROUND_SERVICE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED']",0
Benign74722FF258568034A22A2CA1167B84806579CCA4DC49026029D9DF8D52B96F3E.apk,1042764,1419636,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.CAMERA', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.INTERNET']",0
Benign75B18558D7557D20537BA6A7C422F89C2F67F9048DF5FADCDEB704107A2DD877.apk,1398903,1991504,['android.permission.INTERNET'],0
Benign11D84FEF6AD7370F835344D3DC596A299AA13D1846382848061A80D0BB6CD507.apk,711069,1378772,"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.FOREGROUND_SERVICE']",0
Benign6CE77BA56C3436ADF742D4539EC8B0201157B3A06937E1152CEEA5C74D90986A.apk,1326559,2195736,"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_MEDIA_LOCATION', 'android.permission.WAKE_LOCK', 'android.permission.FOREGROUND_SERVICE', 'android.permission.ACCESS_NETWORK_STATE']",0
Benign0F44F2EF5926A9E2205E061FD2AD5BA057CDA5148AA4A0AEA81BC3B9BD1D21DE.apk,1650995,1663316,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE']",0
BenignC17C1C67D133E5944DA15E72C5A26AFEC5E78401E3D21C8835E07D8898D5D9A8.apk,1660392,2350048,['android.permission.INTERNET'],0
Benign8C77C896635CF1CE678CAAD5A8CF03029F5005A478EFE853AE5BA6EC61EBE763.apk,1169806,1922960,['android.permission.INTERNET'],0
BenignDE16761BC7AC0CA07F4E3D7A3048D896B758E3E67574EB9CAF74C4464AFD6896.apk,1473196,1784204,"['android.permission.VIBRATE', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.FOREGROUND_SERVICE']",0
Benign81129D55106CCFAF139C8E71ACFCE3C4E6E7F9027674F48DE107A9DA3D226C3B.apk,925894,122180,['android.permission.INTERNET'],0
BenignD684D34692E791541086103F3DE638E48F4CA0BD8AF19886344B53D9607BECFC.apk,1716178,1995516,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'com.google.android.gms.permission.AD_ID']",0
Benign5D00C224FF17BA3AFA47B59E769AB6B0DC6BEC5EB97AF6DA30BB9E54A9D43564.apk,596734,699492,['android.permission.VIBRATE'],0
Benign2EFDB6BB7805A0907B069B60BA4BDED7A581A15AA56C18547CFE86B1DF0FF9AD.apk,1219373,1614768,"['android.permission.INTERNET', 'android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE']",0
Benign20DF4D79303A9CAA2C20C5EE3034A9B2BF6859863026668EF962F894CA55834F.apk,706228,765784,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE']",0
Benign4D08236DE54E179E4621EF74C0BD9D5980F7553024B86F58072EC93E9D408BCF.apk,286211,477692,['android.permission.ACCESS_FINE_LOCATION'],0
BenignBDBC9F29FBD1304646FC0D0B1820866B9A994911CDD81C9F6254282303649F2F.apk,1538822,1114400,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_INTERNAL_STORAGE', 'android.permission.USE_BIOMETRIC', 'android.permission.USE_FINGERPRINT', 'com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY']",0
Benign0B4063F10577580010E3A642F162390D87080B0EC14AFDF7D3245CE0FD0E1A57.apk,474703,672580,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE']",0
BenignE46A464CC9E5B8BF256689BB1DBC07A11BF2F5E5D78F98C4F0D4D8E1E65FD4E1.apk,1452437,824652,"['com.android.vending.BILLING', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",0
BenignA5B0E076970A23E125D86D7B7590F4419B882DC67732F46DAC965E64640A8D02.apk,1867422,2196556,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK', 'android.permission.FOREGROUND_SERVICE', 'android.permission.POST_NOTIFICATIONS', 'com.google.android.c2dm.permission.RECEIVE', 'com.google.android.gms.permission.AD_ID', 'com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE']",0
Benign9230DB4264E84E072114B4096776E32DB6E8B07D3139C3D0E4524A5DFC15C2F8.apk,1339919,2138712,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE']",0
BenignE3AF9552328A722FF1A53B46A5D5E585043DFEE411CC7CBDFF41F776B30C82CC.apk,1174573,992072,"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE']",0
BenignC6452BD22CEAA913F3CE2EDCEE4B8416898B72ED4EA1F3FA000C2F6DEA75904E.apk,2031209,2611716,"['android.permission.NFC', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET']",0
BenignFAE65F12CDC0C6D200F166540B580F2A6C1A6D6B6B3934D549D5B7D52F3D1445.apk,502214,353604,['android.permission.READ_EXTERNAL_STORAGE'],0
Benign157B95AD8081898D5410DA24CAA21754B108D0060CD7DC072BF135AF280CFB35.apk,1881095,2440448,"['android.permission.INTERNET', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'com.google.android.c2dm.permission.RECEIVE']",0
Benign62A0A76AC92EDB47F66ED7B30AC2EEC4D53F511DDAF449F911EF5261C31FB6B8.apk,850721,1689836,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.FOREGROUND_SERVICE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_MOCK_LOCATION', 'android.permission.INSTALL_LOCATION_PROVIDER', 'android.permission.SYSTEM_ALERT_WINDOW', 'com.android.vending.BILLING', 'com.google.android.gms.permission.AD_ID', 'android.permission.WAKE_LOCK']",0
Benign3792D4722ADC3B9EC6358CDEF351FFBE3B06015F2550C27ABDF532D36F46C592.apk,2055933,3005808,"['android.permission.INTERNET', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'android.permission.FOREGROUND_SERVICE']",0
